Start,End,Sleep quality,Time in bed,Activity (steps),time_in_minutes,start_hour,end_hour,sleep_hour,wake_hour,sleep_sin,sleep_cos,wake_sin,wake_cos,sleep_hour_adj,sleep_timing_bin,Day
2015-07-19 21:38:23,2015-07-20 06:09:35,69.0,8:31,0,511,21,6,21.633333333333333,6.15,-0.5807029557109397,0.8141155183563192,0.9992290362407229,-0.03925981575906877,21.633333333333333,Typical,Monday
2015-07-20 22:01:21,2015-07-21 05:04:47,68.0,7:03,0,423,22,5,22.016666666666666,5.066666666666666,-0.49621650367520814,0.8681988144891423,0.9702957262759965,0.2419218955996679,22.016666666666666,Typical,Tuesday
2015-07-21 22:02:34,2015-07-22 05:45:33,79.0,7:42,0,462,22,5,22.033333333333335,5.75,-0.4924235601034665,0.8703556959399,0.9978589232386035,0.06540312923014327,22.033333333333335,Typical,Wednesday
2015-07-23 22:29:37,2015-07-24 06:44:02,86.0,8:14,0,494,22,6,22.483333333333334,6.733333333333333,-0.38671096163682017,0.922200971670452,0.981627183447664,-0.19080899537654458,22.483333333333334,Typical,Friday
2015-07-26 22:29:51,2015-07-27 06:20:13,93.0,7:50,0,470,22,6,22.483333333333334,6.333333333333333,-0.38671096163682017,0.922200971670452,0.9961946980917455,-0.08715574274765801,22.483333333333334,Typical,Monday
2015-07-28 21:32:08,2015-07-29 05:39:59,68.0,8:07,0,487,21,5,21.533333333333335,5.65,-0.6018150231520483,0.7986355100472928,0.9958049275746618,0.0915016186634023,21.533333333333335,Typical,Wednesday
2015-07-29 23:06:06,2015-07-30 05:40:14,71.0,6:34,0,394,23,5,23.1,5.666666666666667,-0.23344536385590609,0.9723699203976764,0.9961946980917455,0.08715574274765814,23.1,Typical,Thursday
2015-07-30 21:40:08,2015-07-31 05:40:15,88.0,8:00,0,480,21,5,21.666666666666668,5.666666666666667,-0.5735764363510465,0.8191520442889916,0.9961946980917455,0.08715574274765814,21.666666666666668,Typical,Friday
2015-08-01 01:41:20,2015-08-01 08:31:02,77.0,6:49,0,409,1,8,1.6833333333333333,8.516666666666667,0.4265687399014583,0.904455145454368,0.7906895737438432,-0.6122172800344495,25.683333333333334,Late,Saturday
2015-08-01 22:55:10,2015-08-02 08:02:09,97.0,9:06,0,546,22,8,22.916666666666668,8.033333333333333,-0.2798290140309924,0.9600498543859286,0.8616291604415257,-0.5075383629607043,22.916666666666668,Typical,Sunday
2015-08-02 23:45:43,2015-08-03 00:00:48,3.0,0:15,0,15,23,0,23.75,0.0,-0.0654031292301428,0.9978589232386035,0.0,1.0,23.75,Typical,Monday
2015-08-03 00:26:02,2015-08-03 07:25:42,88.0,6:59,0,419,0,7,0.43333333333333335,7.416666666666667,0.11320321376790672,0.9935718556765875,0.9320078692827986,-0.3624380382837016,24.433333333333334,Late,Monday
2015-08-03 21:46:15,2015-08-04 05:00:34,71.0,7:14,0,434,21,5,21.766666666666666,5.0,-0.5519369853120584,0.833885822067168,0.9659258262890683,0.25881904510252074,21.766666666666666,Typical,Tuesday
2015-08-04 21:17:10,2015-08-05 04:55:48,81.0,7:38,0,458,21,4,21.283333333333335,4.916666666666667,-0.6527597524627228,0.7575649843840494,0.9600498543859287,0.27982901403099203,21.283333333333335,Typical,Wednesday
2015-08-05 21:35:13,2015-08-06 04:55:01,78.0,7:19,0,439,21,4,21.583333333333332,4.916666666666667,-0.591309648363583,0.8064446042674821,0.9600498543859287,0.27982901403099203,21.583333333333332,Typical,Thursday
2015-08-08 00:19:09,2015-08-08 07:56:38,97.0,7:37,0,457,0,7,0.31666666666666665,7.933333333333334,0.08280820751220433,0.9965655024977614,0.8746197071393959,-0.484809620246337,24.316666666666666,Late,Saturday
2015-08-10 00:01:12,2015-08-10 05:03:22,65.0,5:02,0,302,0,5,0.016666666666666666,5.05,0.004363309284746571,0.9999904807207345,0.9692309097067544,0.24615329302899316,24.016666666666666,Late,Monday
2015-08-10 21:11:19,2015-08-11 06:09:21,72.0,8:58,0,538,21,6,21.183333333333334,6.15,-0.6723668074346685,0.7402181274868317,0.9992290362407229,-0.03925981575906877,21.183333333333334,Typical,Tuesday
2015-08-15 23:41:21,2015-08-16 07:27:56,84.0,7:46,0,466,23,7,23.683333333333334,7.45,-0.08280820751220476,0.9965655024977613,0.9288095528719242,-0.3705574375098363,23.683333333333334,Typical,Sunday
2015-08-16 21:44:20,2015-08-17 04:45:16,58.0,7:00,0,420,21,4,21.733333333333334,4.75,-0.5591929034707466,0.8290375725550418,0.9469301294951056,0.3214394653031617,21.733333333333334,Typical,Monday
2015-08-17 22:13:05,2015-08-18 05:27:25,85.0,7:14,0,434,22,5,22.216666666666665,5.45,-0.45009844103743624,0.8929789434111364,0.9896513868196702,0.1434926219911793,22.216666666666665,Typical,Tuesday
2015-08-18 22:33:21,2015-08-19 06:45:33,90.0,8:12,0,492,22,6,22.55,6.75,-0.3705574375098368,0.928809552871924,0.9807852804032304,-0.1950903220161282,22.55,Typical,Wednesday
2015-08-19 21:48:50,2015-08-20 06:01:07,79.0,8:12,0,492,21,6,21.8,6.016666666666667,-0.544639035015027,0.838670567945424,0.9999904807207345,-0.00436330928474646,21.8,Typical,Thursday
2015-08-20 22:36:23,2015-08-21 06:00:11,69.0,7:23,0,443,22,6,22.6,6.0,-0.35836794954529994,0.9335804264972019,1.0,6.123233995736766e-17,22.6,Typical,Friday
2015-08-21 21:52:41,2015-08-22 06:00:13,88.0,8:07,0,487,21,6,21.866666666666667,6.0,-0.529919264233205,0.8480480961564258,1.0,6.123233995736766e-17,21.866666666666667,Typical,Saturday
2015-08-22 21:59:47,2015-08-23 05:49:06,90.0,7:49,0,469,21,5,21.983333333333334,5.816666666666666,-0.5037739770455265,0.8638355052043956,0.9988483864849507,0.04797812852134391,21.983333333333334,Typical,Sunday
2015-08-23 21:59:05,2015-08-24 05:29:52,83.0,7:30,0,450,21,5,21.983333333333334,5.483333333333333,-0.5037739770455265,0.8638355052043956,0.9908658973868822,0.13485093027372286,21.983333333333334,Typical,Monday
2015-08-25 21:57:25,2015-08-26 05:45:28,67.0,7:48,0,468,21,5,21.95,5.75,-0.5112930860770526,0.8594064115014524,0.9978589232386035,0.06540312923014327,21.95,Typical,Wednesday
2015-08-26 21:14:31,2015-08-27 05:45:18,90.0,8:30,0,510,21,5,21.233333333333334,5.75,-0.6626200482157372,0.7489557207890024,0.9978589232386035,0.06540312923014327,21.233333333333334,Typical,Thursday
2015-08-27 21:19:00,2015-08-28 05:45:10,93.0,8:26,0,506,21,5,21.316666666666666,5.75,-0.6461239796429639,0.7632324697825288,0.9978589232386035,0.06540312923014327,21.316666666666666,Typical,Friday
2015-08-28 22:01:03,2015-08-29 06:00:39,85.0,7:59,0,479,22,6,22.016666666666666,6.0,-0.49621650367520814,0.8681988144891423,1.0,6.123233995736766e-17,22.016666666666666,Typical,Saturday
2015-08-30 22:00:05,2015-08-31 06:00:18,84.0,8:00,0,480,22,6,22.0,6.0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,22.0,Typical,Monday
2015-08-31 22:14:35,2015-09-01 06:00:59,77.0,7:46,0,466,22,6,22.233333333333334,6.0,-0.4461978131098095,0.8949343616020247,1.0,6.123233995736766e-17,22.233333333333334,Typical,Tuesday
2015-09-01 22:00:12,2015-09-02 06:00:07,85.0,7:59,0,479,22,6,22.0,6.0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,22.0,Typical,Wednesday
2015-09-02 23:36:43,2015-09-03 07:10:29,77.0,7:33,0,453,23,7,23.6,7.166666666666667,-0.10452846326765342,0.9945218953682733,0.9537169507482269,-0.30070579950427295,23.6,Typical,Thursday
2015-09-05 22:54:41,2015-09-06 06:59:15,87.0,8:04,0,484,22,6,22.9,6.983333333333333,-0.28401534470392353,0.9588197348681927,0.9670459389139432,-0.2546019482055275,22.9,Typical,Sunday
2015-09-07 22:45:57,2015-09-08 06:13:08,84.0,7:27,0,447,22,6,22.75,6.216666666666667,-0.32143946530316186,0.9469301294951056,0.9983916705573488,-0.05669278756337747,22.75,Typical,Tuesday
2015-09-08 22:03:28,2015-09-09 06:04:55,86.0,8:01,0,481,22,6,22.05,6.066666666666666,-0.48862124149695535,0.8724960070727968,0.9998476951563913,-0.017452406437283255,22.05,Typical,Wednesday
2015-09-09 22:40:40,2015-09-10 06:10:24,83.0,7:29,0,449,22,6,22.666666666666668,6.166666666666667,-0.3420201433256686,0.9396926207859084,0.9990482215818578,-0.04361938736533589,22.666666666666668,Typical,Thursday
2015-09-10 22:10:47,2015-09-11 04:57:40,77.0,6:46,0,406,22,4,22.166666666666668,4.95,-0.46174861323503363,0.8870108331782218,0.9624552364536473,0.2714404498650743,22.166666666666668,Typical,Friday
2015-09-12 00:06:20,2015-09-12 07:41:35,81.0,7:35,0,455,0,7,0.1,7.683333333333334,0.02617694830787315,0.9996573249755573,0.904455145454368,-0.4265687399014584,24.1,Late,Saturday
2015-09-13 22:03:28,2015-09-14 05:50:31,81.0,7:47,0,467,22,5,22.05,5.833333333333333,-0.48862124149695535,0.8724960070727968,0.9990482215818578,0.04361938736533601,22.05,Typical,Monday
2015-09-14 22:33:49,2015-09-15 06:30:22,83.0,7:56,0,476,22,6,22.55,6.5,-0.3705574375098368,0.928809552871924,0.9914448613738104,-0.1305261922200516,22.55,Typical,Tuesday
2015-09-15 22:14:42,2015-09-16 05:55:16,70.0,7:40,0,460,22,5,22.233333333333334,5.916666666666667,-0.4461978131098095,0.8949343616020247,0.9997620270799091,0.021814885034560937,22.233333333333334,Typical,Wednesday
2015-09-16 21:59:14,2015-09-17 06:20:08,80.0,8:20,0,500,21,6,21.983333333333334,6.333333333333333,-0.5037739770455265,0.8638355052043956,0.9961946980917455,-0.08715574274765801,21.983333333333334,Typical,Thursday
2015-09-17 22:57:35,2015-09-18 06:20:12,60.0,7:22,0,442,22,6,22.95,6.333333333333333,-0.27144044986507426,0.9624552364536473,0.9961946980917455,-0.08715574274765801,22.95,Typical,Friday
2015-09-19 00:31:33,2015-09-19 06:55:11,55.0,6:23,0,383,0,6,0.5166666666666667,6.916666666666667,0.134850930273723,0.9908658973868822,0.9713420698132614,-0.23768589232617318,24.516666666666666,Late,Saturday
2015-09-19 22:01:37,2015-09-20 06:48:52,91.0,8:47,0,527,22,6,22.016666666666666,6.8,-0.49621650367520814,0.8681988144891423,0.9781476007338057,-0.20791169081775934,22.016666666666666,Typical,Sunday
2015-09-20 22:07:26,2015-09-21 06:15:54,79.0,8:08,0,488,22,6,22.116666666666667,6.25,-0.4733196671848432,0.8808907382053857,0.9978589232386035,-0.06540312923014314,22.116666666666667,Typical,Monday
2015-09-22 21:34:08,2015-09-23 06:15:39,81.0,8:41,0,521,21,6,21.566666666666666,6.25,-0.5948227867513417,0.8038568606172171,0.9978589232386035,-0.06540312923014314,21.566666666666666,Typical,Wednesday
2015-09-23 21:37:35,2015-09-24 05:07:03,77.0,7:29,0,449,21,5,21.616666666666667,5.116666666666666,-0.5842496656374341,0.8115739819650125,0.9733792584604485,0.22920039092241426,21.616666666666667,Typical,Thursday
2015-09-24 22:37:41,2015-09-25 06:00:13,83.0,7:22,0,442,22,6,22.616666666666667,6.0,-0.3542910379977166,0.9351352096860114,1.0,6.123233995736766e-17,22.616666666666667,Typical,Friday
2015-09-27 22:57:29,2015-09-28 07:00:25,82.0,8:02,0,482,22,7,22.95,7.0,-0.27144044986507426,0.9624552364536473,0.9659258262890683,-0.25881904510252063,22.95,Typical,Monday
2015-09-28 21:12:50,2015-09-29 05:15:43,90.0,8:02,0,482,21,5,21.2,5.25,-0.6691306063588588,0.7431448254773937,0.9807852804032304,0.19509032201612833,21.2,Typical,Tuesday
2015-09-29 22:54:50,2015-09-30 06:20:27,89.0,7:25,0,445,22,6,22.9,6.333333333333333,-0.28401534470392353,0.9588197348681927,0.9961946980917455,-0.08715574274765801,22.9,Typical,Wednesday
2015-09-30 23:57:47,2015-10-01 06:14:26,62.0,6:16,0,376,23,6,23.95,6.233333333333333,-0.013089595571345647,0.999914327574007,0.998134798421867,-0.06104853953485678,23.95,Typical,Thursday
2015-10-03 00:09:08,2015-10-03 07:26:26,69.0,7:17,0,437,0,7,0.15,7.433333333333334,0.03925981575906861,0.9992290362407229,0.9304175679820246,-0.3665012267242972,24.15,Late,Saturday
2015-10-11 00:27:25,2015-10-11 08:58:25,100.0,8:31,0,511,0,8,0.45,8.966666666666667,0.11753739745783764,0.9930684569549263,0.7132504491541816,-0.7009092642998509,24.45,Late,Sunday
2015-10-12 21:59:10,2015-10-13 06:00:45,74.0,8:01,0,481,21,6,21.983333333333334,6.0,-0.5037739770455265,0.8638355052043956,1.0,6.123233995736766e-17,21.983333333333334,Typical,Tuesday
2015-10-13 22:19:10,2015-10-14 04:59:56,59.0,6:40,0,400,22,4,22.316666666666666,4.983333333333333,-0.4265687399014579,0.9044551454543682,0.9647873238288129,0.26303121445797495,22.316666666666666,Typical,Wednesday
2015-10-14 05:00:29,2015-10-14 06:00:39,13.0,1:00,0,60,5,6,5.0,6.0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,29.0,Very late,Wednesday
2015-10-14 22:40:34,2015-10-15 06:20:36,68.0,7:40,0,460,22,6,22.666666666666668,6.333333333333333,-0.3420201433256686,0.9396926207859084,0.9961946980917455,-0.08715574274765801,22.666666666666668,Typical,Thursday
2015-10-15 22:12:48,2015-10-16 06:21:06,67.0,8:08,0,488,22,6,22.2,6.35,-0.45399049973954697,0.8910065241883678,0.9958049275746618,-0.09150161866340217,22.2,Typical,Friday
2015-10-17 00:45:53,2015-10-17 07:37:31,57.0,6:51,0,411,0,7,0.75,7.616666666666667,0.19509032201612825,0.9807852804032304,0.9117620435770886,-0.4107188526134773,24.75,Late,Saturday
2015-10-18 21:52:46,2015-10-19 06:20:17,67.0,8:27,0,507,21,6,21.866666666666667,6.333333333333333,-0.529919264233205,0.8480480961564258,0.9961946980917455,-0.08715574274765801,21.866666666666667,Typical,Monday
2015-10-20 21:38:02,2015-10-21 06:20:20,88.0,8:42,0,522,21,6,21.633333333333333,6.333333333333333,-0.5807029557109397,0.8141155183563192,0.9961946980917455,-0.08715574274765801,21.633333333333333,Typical,Wednesday
2015-10-21 22:41:23,2015-10-22 06:20:28,77.0,7:39,0,459,22,6,22.683333333333334,6.333333333333333,-0.3379167180033271,0.9411760152563706,0.9961946980917455,-0.08715574274765801,22.683333333333334,Typical,Thursday
2015-10-22 21:46:35,2015-10-23 05:30:45,80.0,7:44,0,464,21,5,21.766666666666666,5.5,-0.5519369853120584,0.833885822067168,0.9914448613738104,0.1305261922200517,21.766666666666666,Typical,Friday
2015-10-24 00:32:20,2015-10-24 08:12:45,77.0,7:40,0,460,0,8,0.5333333333333333,8.2,0.13917310096006544,0.9902680687415704,0.8386705679454243,-0.5446390350150268,24.533333333333335,Late,Saturday
2015-10-24 22:38:13,2015-10-25 06:33:35,81.0,7:55,0,475,22,6,22.633333333333333,6.55,-0.35020738125946765,0.9366721892483976,0.9896513868196702,-0.14349262199117918,22.633333333333333,Typical,Sunday
2015-10-26 23:09:15,2015-10-27 06:05:04,77.0,6:55,0,415,23,6,23.15,6.083333333333333,-0.2206974350215017,0.9753423205085126,0.9997620270799091,-0.02181488503456081,23.15,Typical,Tuesday
2015-10-27 21:34:17,2015-10-28 05:35:51,78.0,8:01,0,481,21,5,21.566666666666666,5.583333333333333,-0.5948227867513417,0.8038568606172171,0.9940563382223196,0.10886687485196474,21.566666666666666,Typical,Wednesday
2015-10-28 22:28:47,2015-10-29 06:20:36,83.0,7:51,0,471,22,6,22.466666666666665,6.333333333333333,-0.3907311284892739,0.9205048534524403,0.9961946980917455,-0.08715574274765801,22.466666666666665,Typical,Thursday
2015-10-29 22:30:45,2015-10-30 06:10:51,81.0,7:40,0,460,22,6,22.5,6.166666666666667,-0.38268343236508956,0.9238795325112868,0.9990482215818578,-0.04361938736533589,22.5,Typical,Friday
2015-10-31 01:01:48,2015-10-31 07:50:17,50.0,6:48,0,408,1,7,1.0166666666666666,7.833333333333333,0.2630312144579748,0.964787323828813,0.8870108331782218,-0.4617486132350338,25.016666666666666,Late,Saturday
2015-11-02 22:00:53,2015-11-03 06:10:32,83.0,8:09,0,489,22,6,22.0,6.166666666666667,-0.5000000000000004,0.8660254037844384,0.9990482215818578,-0.04361938736533589,22.0,Typical,Tuesday
2015-11-03 22:46:00,2015-11-04 06:09:53,75.0,7:23,0,443,22,6,22.766666666666666,6.15,-0.3173046564050927,0.9483236552061991,0.9992290362407229,-0.03925981575906877,22.766666666666666,Typical,Wednesday
2015-11-04 22:49:17,2015-11-05 06:00:43,65.0,7:11,0,431,22,6,22.816666666666666,6.0,-0.30486429902801127,0.9523957996432783,1.0,6.123233995736766e-17,22.816666666666666,Typical,Thursday
2015-11-05 21:36:52,2015-11-06 05:29:48,77.0,7:52,0,472,21,5,21.6,5.483333333333333,-0.5877852522924734,0.8090169943749473,0.9908658973868822,0.13485093027372286,21.6,Typical,Friday
2015-11-07 00:19:42,2015-11-07 08:13:55,93.0,7:54,0,474,0,8,0.31666666666666665,8.216666666666667,0.08280820751220433,0.9965655024977614,0.8362861558477597,-0.5482932295199137,24.316666666666666,Late,Saturday
2015-11-08 23:28:38,2015-11-09 06:20:45,69.0,6:52,0,412,23,6,23.466666666666665,6.333333333333333,-0.13917310096006677,0.9902680687415701,0.9961946980917455,-0.08715574274765801,23.466666666666665,Typical,Monday
2015-11-09 21:59:54,2015-11-10 05:41:00,88.0,7:41,0,461,21,5,21.983333333333334,5.683333333333334,-0.5037739770455265,0.8638355052043956,0.9965655024977614,0.08280820751220436,21.983333333333334,Typical,Tuesday
2015-11-10 22:56:22,2015-11-11 06:28:43,83.0,7:32,0,452,22,6,22.933333333333334,6.466666666666667,-0.2756373558169998,0.9612616959383187,0.992546151641322,-0.12186934340514759,22.933333333333334,Typical,Wednesday
2015-11-11 22:57:35,2015-11-12 06:20:38,72.0,7:23,0,443,22,6,22.95,6.333333333333333,-0.27144044986507426,0.9624552364536473,0.9961946980917455,-0.08715574274765801,22.95,Typical,Thursday
2015-11-13 22:59:58,2015-11-14 07:46:48,96.0,8:46,0,526,22,7,22.983333333333334,7.766666666666667,-0.26303121445797445,0.964787323828813,0.894934361602025,-0.4461978131098088,22.983333333333334,Typical,Saturday
2015-11-15 22:17:12,2015-11-16 06:30:48,72.0,8:13,0,493,22,6,22.283333333333335,6.5,-0.4344452574044169,0.900698239322588,0.9914448613738104,-0.1305261922200516,22.283333333333335,Typical,Monday
2015-11-18 22:07:28,2015-11-19 05:30:48,80.0,7:23,0,443,22,5,22.116666666666667,5.5,-0.4733196671848432,0.8808907382053857,0.9914448613738104,0.1305261922200517,22.116666666666667,Typical,Thursday
2015-11-19 23:10:23,2015-11-20 06:00:42,73.0,6:50,0,410,23,6,23.166666666666668,6.0,-0.21643961393810288,0.9762960071199334,1.0,6.123233995736766e-17,23.166666666666668,Typical,Friday
2015-11-22 21:57:39,2015-11-23 05:30:46,83.0,7:33,0,453,21,5,21.95,5.5,-0.5112930860770526,0.8594064115014524,0.9914448613738104,0.1305261922200517,21.95,Typical,Monday
2015-11-23 22:15:24,2015-11-24 05:00:10,74.0,6:44,0,404,22,5,22.25,5.0,-0.4422886902190014,0.8968727415326883,0.9659258262890683,0.25881904510252074,22.25,Typical,Tuesday
2015-11-24 22:33:40,2015-11-25 06:30:54,87.0,7:57,0,477,22,6,22.55,6.5,-0.3705574375098368,0.928809552871924,0.9914448613738104,-0.1305261922200516,22.55,Typical,Wednesday
2015-11-25 23:26:02,2015-11-26 06:20:47,69.0,6:54,0,414,23,6,23.433333333333334,6.333333333333333,-0.14780941112961052,0.9890158633619168,0.9961946980917455,-0.08715574274765801,23.433333333333334,Typical,Thursday
2015-11-26 22:25:29,2015-11-27 06:20:36,81.0,7:55,0,475,22,6,22.416666666666668,6.333333333333333,-0.40274668985873663,0.9153114791194474,0.9961946980917455,-0.08715574274765801,22.416666666666668,Typical,Friday
2015-11-28 01:20:50,2015-11-28 07:46:30,58.0,6:25,0,385,1,7,1.3333333333333333,7.766666666666667,0.3420201433256687,0.9396926207859084,0.894934361602025,-0.4461978131098088,25.333333333333332,Late,Saturday
2015-11-29 22:20:20,2015-11-30 06:20:11,68.0,7:59,0,479,22,6,22.333333333333332,6.333333333333333,-0.4226182617407,0.9063077870366497,0.9961946980917455,-0.08715574274765801,22.333333333333332,Typical,Monday
2015-11-30 21:23:47,2015-12-01 06:19:46,64.0,8:55,0,535,21,6,21.383333333333333,6.316666666666666,-0.6327053285625163,0.7743926440821854,0.9965655024977614,-0.08280820751220423,21.383333333333333,Typical,Tuesday
2015-12-01 23:03:32,2015-12-02 06:20:45,84.0,7:17,0,437,23,6,23.05,6.333333333333333,-0.24615329302899291,0.9692309097067544,0.9961946980917455,-0.08715574274765801,23.05,Typical,Wednesday
2015-12-02 22:19:31,2015-12-03 05:11:26,75.0,6:51,0,411,22,5,22.316666666666666,5.183333333333334,-0.4265687399014579,0.9044551454543682,0.9772311064626789,0.21217767215644634,22.316666666666666,Typical,Thursday
2015-12-03 22:51:20,2015-12-04 05:01:02,70.0,6:09,0,369,22,5,22.85,5.016666666666667,-0.2965415749755711,0.9550199444571866,0.9670459389139431,0.2546019482055276,22.85,Typical,Friday
2015-12-06 22:10:17,2015-12-07 05:31:02,86.0,7:20,0,440,22,5,22.166666666666668,5.516666666666667,-0.46174861323503363,0.8870108331782218,0.992004949679715,0.12619896913582995,22.166666666666668,Typical,Monday
2015-12-07 21:20:30,2015-12-08 05:00:36,86.0,7:40,0,460,21,5,21.333333333333332,5.0,-0.6427876096865396,0.7660444431189778,0.9659258262890683,0.25881904510252074,21.333333333333332,Typical,Tuesday
2015-12-08 22:17:33,2015-12-09 05:45:41,79.0,7:28,0,448,22,5,22.283333333333335,5.75,-0.4344452574044169,0.900698239322588,0.9978589232386035,0.06540312923014327,22.283333333333335,Typical,Wednesday
2015-12-09 21:57:33,2015-12-10 06:10:41,93.0,8:13,0,493,21,6,21.95,6.166666666666667,-0.5112930860770526,0.8594064115014524,0.9990482215818578,-0.04361938736533589,21.95,Typical,Thursday
2015-12-13 00:08:26,2015-12-13 08:23:03,77.0,8:14,0,494,0,8,0.13333333333333333,8.383333333333333,0.03489949670250097,0.9993908270190958,0.8115739819650124,-0.5842496656374342,24.133333333333333,Late,Sunday
2015-12-13 22:07:01,2015-12-14 06:09:53,80.0,8:02,0,482,22,6,22.116666666666667,6.15,-0.4733196671848432,0.8808907382053857,0.9992290362407229,-0.03925981575906877,22.116666666666667,Typical,Monday
2015-12-15 22:32:48,2015-12-16 06:10:41,75.0,7:37,0,457,22,6,22.533333333333335,6.166666666666667,-0.37460659341591235,0.9271838545667873,0.9990482215818578,-0.04361938736533589,22.533333333333335,Typical,Wednesday
2015-12-16 22:20:47,2015-12-17 05:40:53,84.0,7:20,0,440,22,5,22.333333333333332,5.666666666666667,-0.4226182617407,0.9063077870366497,0.9961946980917455,0.08715574274765814,22.333333333333332,Typical,Thursday
2015-12-17 21:07:49,2015-12-18 05:45:44,100.0,8:37,0,517,21,5,21.116666666666667,5.75,-0.6851829903263594,0.7283709698824,0.9978589232386035,0.06540312923014327,21.116666666666667,Typical,Friday
2015-12-20 22:19:20,2015-12-21 06:20:02,72.0,8:00,0,480,22,6,22.316666666666666,6.333333333333333,-0.4265687399014579,0.9044551454543682,0.9961946980917455,-0.08715574274765801,22.316666666666666,Typical,Monday
2015-12-21 22:06:14,2015-12-22 05:29:49,80.0,7:23,0,443,22,5,22.1,5.483333333333333,-0.47715876025960796,0.8788171126619656,0.9908658973868822,0.13485093027372286,22.1,Typical,Tuesday
2015-12-22 21:41:31,2015-12-23 05:43:31,82.0,8:01,0,481,21,5,21.683333333333334,5.716666666666667,-0.5699967625963036,0.8216469379421633,0.9972501850994857,0.07410849019539913,21.683333333333334,Typical,Wednesday
2015-12-23 22:33:13,2015-12-24 06:01:00,79.0,7:27,0,447,22,6,22.55,6.016666666666667,-0.3705574375098368,0.928809552871924,0.9999904807207345,-0.00436330928474646,22.55,Typical,Thursday
2015-12-29 22:44:12,2015-12-30 07:00:31,76.0,8:16,0,496,22,7,22.733333333333334,7.0,-0.3255681544571567,0.9455185755993168,0.9659258262890683,-0.25881904510252063,22.733333333333334,Typical,Wednesday
2016-01-01 23:53:45,2016-01-02 08:27:19,79.0,8:33,0,513,23,8,23.883333333333333,8.45,-0.03053851320982278,0.9995335908367129,0.8012538126910609,-0.5983246005706587,23.883333333333333,Typical,Saturday
2016-01-02 23:49:43,2016-01-03 08:13:49,85.0,8:24,0,504,23,8,23.816666666666666,8.216666666666667,-0.04797812852134387,0.9988483864849507,0.8362861558477597,-0.5482932295199137,23.816666666666666,Typical,Sunday
2016-01-03 21:44:08,2016-01-04 05:35:23,69.0,7:51,0,471,21,5,21.733333333333334,5.583333333333333,-0.5591929034707466,0.8290375725550418,0.9940563382223196,0.10886687485196474,21.733333333333334,Typical,Monday
2016-01-04 22:17:03,2016-01-05 05:45:29,74.0,7:28,0,448,22,5,22.283333333333335,5.75,-0.4344452574044169,0.900698239322588,0.9978589232386035,0.06540312923014327,22.283333333333335,Typical,Tuesday
2016-01-05 22:18:45,2016-01-06 06:20:45,66.0,8:01,0,481,22,6,22.3,6.333333333333333,-0.43051109680829525,0.9025852843498606,0.9961946980917455,-0.08715574274765801,22.3,Typical,Wednesday
2016-01-13 22:44:29,2016-01-14 06:20:25,72.0,7:35,0,455,22,6,22.733333333333334,6.333333333333333,-0.3255681544571567,0.9455185755993168,0.9961946980917455,-0.08715574274765801,22.733333333333334,Typical,Thursday
2016-01-14 22:10:58,2016-01-15 05:28:34,73.0,7:17,0,437,22,5,22.166666666666668,5.466666666666667,-0.46174861323503363,0.8870108331782218,0.9902680687415704,0.13917310096006547,22.166666666666668,Typical,Friday
2016-01-17 22:00:46,2016-01-18 05:30:32,76.0,7:29,0,449,22,5,22.0,5.5,-0.5000000000000004,0.8660254037844384,0.9914448613738104,0.1305261922200517,22.0,Typical,Monday
2016-01-18 21:56:26,2016-01-19 05:34:59,78.0,7:38,0,458,21,5,21.933333333333334,5.566666666666666,-0.5150380749100537,0.8571673007021126,0.9935718556765875,0.11320321376790683,21.933333333333334,Typical,Tuesday
2016-01-19 22:46:50,2016-01-20 06:35:37,75.0,7:48,0,468,22,6,22.766666666666666,6.583333333333333,-0.3173046564050927,0.9483236552061991,0.9883615104677607,-0.1521233861899167,22.766666666666666,Typical,Wednesday
2016-01-20 21:13:40,2016-01-21 06:29:37,77.0,9:15,0,555,21,6,21.216666666666665,6.483333333333333,-0.6658816660008344,0.7460573750616993,0.992004949679715,-0.1261989691358298,21.216666666666665,Typical,Thursday
2016-01-21 21:33:27,2016-01-22 06:23:55,79.0,8:50,0,530,21,6,21.55,6.383333333333334,-0.5983246005706586,0.801253812691061,0.9949685182509117,-0.1001880616120762,21.55,Typical,Friday
2016-01-22 22:17:12,2016-01-23 08:14:54,79.0,9:57,0,597,22,8,22.283333333333335,8.233333333333333,-0.4344452574044169,0.900698239322588,0.8338858220671684,-0.5519369853120578,22.283333333333335,Typical,Saturday
2016-01-24 22:06:59,2016-01-25 06:30:14,85.0,8:23,0,503,22,6,22.1,6.5,-0.47715876025960796,0.8788171126619656,0.9914448613738104,-0.1305261922200516,22.1,Typical,Monday
2016-01-25 22:27:55,2016-01-26 06:38:49,88.0,8:10,0,490,22,6,22.45,6.633333333333333,-0.39474385638426795,0.918791210148898,0.9862856015372314,-0.16504760586067727,22.45,Typical,Tuesday
2016-01-26 22:58:16,2016-01-27 06:28:13,83.0,7:29,0,449,22,6,22.966666666666665,6.466666666666667,-0.2672383760782571,0.963630453208623,0.992546151641322,-0.12186934340514759,22.966666666666665,Typical,Wednesday
